iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
86,"(21, 8)","(21, 7)",North,"[(21, 9), (21, 7)]","[(25, 9), (16, 3), (21, 6), (21, 8)]","[(21, 9), (25, 9), (16, 3), (21, 6)]",87,25,0,25
87,"(21, 6)","(21, 7)",South,"[(21, 7), (21, 5)]","[(21, 9), (25, 9), (16, 3), (21, 6)]","[(21, 5), (21, 9), (25, 9), (16, 3)]",88,25,0,25
88,"(16, 3)","(17, 3)",West,"[(17, 3), (15, 3)]","[(21, 5), (21, 9), (25, 9), (16, 3)]","[(15, 3), (21, 5), (21, 9), (25, 9)]",89,25,0,25
89,"(25, 9)","(24, 9)",East,"[(24, 9)]","[(15, 3), (21, 5), (21, 9), (25, 9)]","[(15, 3), (21, 5), (21, 9)]",90,26,0,26
90,"(21, 9)","(21, 8)",North,"[(21, 8)]","[(15, 3), (21, 5), (21, 9)]","[(15, 3), (21, 5)]",91,26,0,26
91,"(21, 5)","(21, 6)",South,"[(21, 6)]","[(15, 3), (21, 5)]","[(15, 3)]",92,26,0,26
92,"(15, 3)","(16, 3)",West,"[(15, 4), (15, 2), (16, 3), (14, 3)]","[(15, 3)]","[(14, 3), (15, 2), (15, 4)]",93,26,0,26
93,"(15, 4)","(15, 3)",North,"[(15, 5), (15, 3)]","[(14, 3), (15, 2), (15, 4)]","[(15, 5), (14, 3), (15, 2)]",94,27,0,27
94,"(15, 2)","(15, 3)",South,"[(15, 3), (15, 1)]","[(15, 5), (14, 3), (15, 2)]","[(15, 1), (15, 5), (14, 3)]",95,27,0,27
95,"(14, 3)","(15, 3)",West,"[(15, 3), (13, 3)]","[(15, 1), (15, 5), (14, 3)]","[(13, 3), (15, 1), (15, 5)]",96,27,0,27
96,"(15, 5)","(15, 4)",North,"[(15, 4), (16, 5)]","[(13, 3), (15, 1), (15, 5)]","[(16, 5), (13, 3), (15, 1)]",97,28,0,28
97,"(15, 1)","(15, 2)",South,"[(15, 2), (16, 1)]","[(16, 5), (13, 3), (15, 1)]","[(16, 1), (16, 5), (13, 3)]",98,28,0,28
98,"(13, 3)","(14, 3)",West,"[(13, 4), (14, 3)]","[(16, 1), (16, 5), (13, 3)]","[(13, 4), (16, 1), (16, 5)]",99,28,0,28
99,"(16, 5)","(15, 5)",East,"[(17, 5), (15, 5)]","[(13, 4), (16, 1), (16, 5)]","[(17, 5), (13, 4), (16, 1)]",100,29,0,29
100,"(16, 1)","(15, 1)",East,"[(17, 1), (15, 1)]","[(17, 5), (13, 4), (16, 1)]","[(17, 1), (17, 5), (13, 4)]",101,29,0,29
101,"(13, 4)","(13, 3)",North,"[(13, 5), (13, 3)]","[(17, 1), (17, 5), (13, 4)]","[(13, 5), (17, 1), (17, 5)]",102,29,0,29
102,"(17, 5)","(16, 5)",East,"[(17, 6), (18, 5), (16, 5)]","[(13, 5), (17, 1), (17, 5)]","[(18, 5), (17, 6), (13, 5), (17, 1)]",103,30,0,30
103,"(17, 1)","(16, 1)",East,"[(16, 1)]","[(18, 5), (17, 6), (13, 5), (17, 1)]","[(18, 5), (17, 6), (13, 5)]",104,30,0,30
104,"(13, 5)","(13, 4)",North,"[(13, 4)]","[(18, 5), (17, 6), (13, 5)]","[(18, 5), (17, 6)]",105,30,0,30
105,"(17, 6)","(17, 5)",North,"[(17, 7), (17, 5)]","[(18, 5), (17, 6)]","[(17, 7), (18, 5)]",106,31,0,31
106,"(18, 5)","(17, 5)",East,"[(19, 5), (17, 5)]","[(17, 7), (18, 5)]","[(19, 5), (17, 7)]",107,31,0,31
107,"(17, 7)","(17, 6)",North,"[(17, 6), (16, 7)]","[(19, 5), (17, 7)]","[(16, 7), (19, 5)]",108,32,0,32
108,"(19, 5)","(18, 5)",East,"[(18, 5)]","[(16, 7), (19, 5)]","[(16, 7)]",109,32,0,32
109,"(16, 7)","(17, 7)",West,"[(17, 7), (15, 7)]","[(16, 7)]","[(15, 7)]",110,33,0,33
110,"(15, 7)","(16, 7)",West,"[(15, 8), (16, 7), (14, 7)]","[(15, 7)]","[(14, 7), (15, 8)]",111,34,0,34
111,"(15, 8)","(15, 7)",North,"[(15, 9), (15, 7)]","[(14, 7), (15, 8)]","[(15, 9), (14, 7)]",112,35,0,35
112,"(14, 7)","(15, 7)",West,"[(15, 7), (13, 7)]","[(15, 9), (14, 7)]","[(13, 7), (15, 9)]",113,35,0,35
113,"(15, 9)","(15, 8)",North,"[(15, 10), (15, 8)]","[(13, 7), (15, 9)]","[(15, 10), (13, 7)]",114,36,0,36
114,"(13, 7)","(14, 7)",West,"[(14, 7)]","[(15, 10), (13, 7)]","[(15, 10)]",115,36,0,36
115,"(15, 10)","(15, 9)",North,"[(15, 11), (15, 9)]","[(15, 10)]","[(15, 11)]",116,37,0,37
116,"(15, 11)","(15, 10)",North,"[(15, 12), (15, 10)]","[(15, 11)]","[(15, 12)]",117,38,0,38
117,"(15, 12)","(15, 11)",North,"[(15, 13), (15, 11)]","[(15, 12)]","[(15, 13)]",118,39,0,39
118,"(15, 13)","(15, 12)",North,"[(15, 12), (16, 13), (14, 13)]","[(15, 13)]","[(14, 13), (16, 13)]",119,40,0,40
119,"(16, 13)","(15, 13)",East,"[(17, 13), (15, 13)]","[(14, 13), (16, 13)]","[(17, 13), (14, 13)]",120,41,0,41
120,"(14, 13)","(15, 13)",West,"[(15, 13)]","[(17, 13), (14, 13)]","[(17, 13)]",121,41,0,41
