iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
46,"(31, 3)","(31, 4)",South,"[(31, 4), (30, 3)]","[(31, 3), (34, 3), (27, 16), (31, 3)]","[(34, 3), (31, 3), (27, 16)]",47,1.3853423297405243e-08,0,1.3853423297405243e-08
47,"(34, 3)","(34, 4)",South,"[(34, 4), (34, 2)]","[(34, 3), (31, 3), (27, 16)]","[(34, 2), (27, 16), (31, 3)]",48,1.3853423297405243e-08,0,1.3853423297405243e-08
48,"(34, 2)","(34, 3)",South,"[(34, 3), (34, 1)]","[(34, 2), (27, 16), (31, 3)]","[(34, 1), (27, 16), (31, 3)]",49,1.391163095831871e-08,0,1.391163095831871e-08
49,"(34, 1)","(34, 2)",South,"[(34, 2), (33, 1)]","[(34, 1), (27, 16), (31, 3)]","[(33, 1), (27, 16), (31, 3)]",50,1.3969838619232178e-08,0,1.3969838619232178e-08
50,"(33, 1)","(34, 1)",West,"[(34, 1), (32, 1)]","[(33, 1), (27, 16), (31, 3)]","[(31, 3), (27, 16), (32, 1)]",51,1.4086253941059113e-08,0,1.4086253941059113e-08
51,"(32, 1)","(33, 1)",West,"[(33, 1), (31, 1)]","[(32, 1), (27, 16)]","[(27, 16), (31, 1)]",52,1.4319084584712982e-08,0,1.4319084584712982e-08
52,"(27, 16)","(28, 16)",West,"[(28, 16), (26, 16)]","[(27, 16), (31, 1)]","[(31, 1), (26, 16)]",53,1.4784745872020721e-08,0,1.4784745872020721e-08
53,"(31, 1)","(32, 1)",West,"[(32, 1), (30, 1)]","[(31, 1), (26, 16)]","[(30, 1), (26, 16)]",54,1.4784745872020721e-08,0,1.4784745872020721e-08
54,"(30, 1)","(31, 1)",West,"[(31, 1), (29, 1)]","[(30, 1), (26, 16)]","[(29, 1), (26, 16)]",55,1.57160684466362e-08,0,1.57160684466362e-08
55,"(29, 1)","(30, 1)",West,"[(30, 1), (28, 1)]","[(29, 1), (26, 16)]","[(28, 1), (26, 16)]",56,1.7578713595867157e-08,0,1.7578713595867157e-08
56,"(28, 1)","(29, 1)",West,"[(29, 1), (27, 1)]","[(28, 1), (26, 16)]","[(27, 1), (26, 16)]",57,2.130400389432907e-08,0,2.130400389432907e-08
57,"(27, 1)","(28, 1)",West,"[(27, 2), (28, 1)]","[(27, 1), (26, 16)]","[(26, 16), (27, 2)]",58,2.87545844912529e-08,0,2.87545844912529e-08
58,"(26, 16)","(27, 16)",West,"[(27, 16), (25, 16)]","[(26, 16), (27, 2)]","[(27, 2), (25, 16)]",59,2.9685907065868378e-08,0,2.9685907065868378e-08
59,"(27, 2)","(27, 1)",North,"[(27, 3), (27, 1), (26, 2)]","[(27, 2), (25, 16)]","[(27, 3), (25, 16), (26, 2)]",60,3.620516508817673e-08,0,3.620516508817673e-08
60,"(27, 3)","(27, 2)",North,"[(27, 4), (27, 2)]","[(27, 3), (25, 16), (26, 2)]","[(26, 2), (25, 16), (27, 4)]",61,4.3655745685100555e-08,0,4.3655745685100555e-08
61,"(26, 2)","(27, 2)",West,"[(27, 2), (25, 2)]","[(26, 2), (25, 16), (27, 4)]","[(27, 4), (25, 16), (25, 2)]",62,5.1106326282024384e-08,0,5.1106326282024384e-08
62,"(27, 4)","(27, 3)",North,"[(27, 5), (27, 3)]","[(27, 4), (25, 16), (25, 2)]","[(27, 5), (25, 2), (25, 16)]",63,5.1106326282024384e-08,0,5.1106326282024384e-08
63,"(27, 5)","(27, 4)",North,"[(27, 6), (27, 4)]","[(27, 5), (25, 2), (25, 16)]","[(25, 16), (25, 2), (27, 6)]",64,5.855690687894821e-08,0,5.855690687894821e-08
